gene_id,acinar,alpha,beta,delta,ductal,endothelial,epsilon,gamma,unclear
gene_name-11350,0.99221647,-0.23321997,-0.010086283,-0.20627679,0.7641838,3.68114,0.6933614,-0.04740162,1.6717685
gene_name-11352,-0.44986126,-0.15555891,0.3746259,0.04610925,-0.4074016,-0.53579086,-0.53579086,0.48966876,-0.53579086
gene_name-11354,0.16111672,-0.11567621,0.23268898,0.015700737,-0.06371426,0.059965033,-0.38143694,0.027387649,1.9697814
gene_name-11355,-0.27273026,-0.14015904,0.42112312,0.19848752,-0.10894821,0.11961896,0.18891612,-0.09572125,0.6307241
gene_name-11358,-0.09367085,-0.049906943,0.044486392,-0.09367085,0.3423766,-0.09367085,-0.09367085,-0.09367085,4.9531646
gene_name-11369,-0.28232294,0.09183157,-0.37168434,-0.11062001,0.231988,0.20109053,-0.70616084,0.28026932,-0.70616084
gene_name-11370,-0.2497148,0.06040984,-0.34241307,-0.17629518,0.22417901,-0.20912139,0.4823981,0.3707981,0.59451973
gene_name-11372,2.4453237,-0.27732447,-0.30028003,0.14583704,1.4191577,0.51280427,-0.33741918,-0.18722264,-0.33741918
gene_name-11376,0.60532534,-0.15485974,0.008059218,-0.15485997,0.6926357,2.2819538,-0.15485992,-0.15485995,4.1272373
gene_name-11384,0.022789806,-0.10123509,-0.11199346,0.118463516,0.28708604,0.41363445,-0.39151457,0.2848636,-0.39151457
gene_name-11400,-0.44338697,-0.027826535,-0.31878942,-0.19538908,1.4542333,3.4585772,-0.443387,-0.036605306,-0.443387
gene_name-11401,-0.17309397,-0.13160616,-0.045964073,0.004300484,0.23413871,5.898779,-0.17309393,-0.085599504,-0.17309393
gene_name-11435,-0.26255038,0.08680433,-0.09545806,0.056973998,-0.08584712,0.2823101,-0.2625504,-0.1420636,-0.2625504
gene_name-11444,2.4233267,-0.22727203,-0.090845026,-0.22727203,1.1845437,-0.22727203,-0.22727203,-0.22727203,2.5680897
gene_name-11446,-0.11287,-0.11286985,-0.1128701,0.8029755,-0.11287,-0.11287003,-0.11287003,-0.112870075,-0.11287003
gene_name-11450,-0.37686622,-0.018209878,-0.30066305,0.3612385,0.3247383,-0.37686613,-0.37686613,0.20100832,-0.37686613
gene_name-11454,-0.36713737,-0.2418724,0.2369485,0.6307704,0.05727973,0.7030256,2.2674737,-0.0018357156,-0.46309906
gene_name-11460,-0.40420705,0.38430226,-0.42191526,-0.57452416,-0.28960192,-0.61504817,-0.27797675,-0.028183876,-0.34563228
gene_name-11461,-0.17744453,0.39431906,-0.19914033,-0.30738503,-1.2763623,-0.53547186,-1.7407887,-0.24318154,-0.9155407
gene_name-11475,0.028712593,-0.051403977,0.04745897,-0.046548698,0.14270088,-0.5405473,-0.5405473,0.17136787,0.51990354
gene_name-11479,-0.081609726,0.059063897,-0.081609726,-0.081609726,-0.081609726,-0.081609726,-0.081609726,-0.081609726,-0.081609726
gene_name-11490,-0.1391113,0.076301105,0.078787945,-0.1391114,-0.1391113,-0.1391113,-0.1391113,-0.1391114,-0.1391113
gene_name-11523,2.6866088,-0.20437045,-0.17248844,-0.14077833,0.74571705,-0.22137918,-0.22137919,-0.22137927,2.6681814
gene_name-11525,0.3573049,-0.04669718,0.024629992,-0.11391687,0.17169271,-0.11391682,-0.11391683,-0.11391687,4.943042
gene_name-11548,-0.02717289,-0.10560146,0.105799764,0.27930084,0.37628356,-0.21752037,-0.21752039,-0.21752046,3.1958342
gene_name-11559,-0.11398981,0.07539904,-0.113989815,-0.11398982,-0.11398981,-0.11398977,-0.11398977,0.04843584,-0.11398977
gene_name-11564,1.4593817,-0.0007436184,-0.19135179,-0.3789683,0.20272876,-0.35543585,1.5240598,-0.06819789,1.005198
gene_name-11568,-0.14252983,-0.046836242,0.08472541,0.063935615,0.19519162,0.09538726,-0.7895436,-0.049235415,1.4795588
gene_name-11591,1.8169198,-0.040755108,-0.1539983,-0.2111638,0.7210611,-0.20369263,0.046224475,-0.39448518,0.19904387
gene_name-11593,0.1814657,-0.10009899,-0.01750819,-0.100098915,-0.10009887,4.6115966,-0.100098886,-0.10009892,-0.100098886
gene_name-11594,-0.06521336,-0.06521326,0.07266638,-0.06521339,0.39229643,-0.065213375,-0.065213375,-0.06521339,-0.065213375
gene_name-11595,-0.09432992,-0.09432984,-0.094329864,0.27184337,0.82333654,-0.0943299,-0.09432991,-0.09432987,-0.09432991
gene_name-11599,-0.102213725,-0.10221356,-0.004686406,-0.102213725,1.4957389,-0.10221372,-0.10221371,-0.10221373,-0.10221371
gene_name-11603,0.79994935,-0.13132182,-0.002533401,-0.15540181,1.3687764,-0.15540187,-0.15540187,-0.15540183,-0.15540187
gene_name-11604,-0.005097049,-0.1717771,0.2953286,-0.2526138,1.2802105,-0.47520685,0.5085674,-0.0681959,3.178576
gene_name-11677,0.17450097,-0.0038227672,0.07612001,-0.11710416,0.03314722,-0.20700254,2.8596673,-0.12474025,-0.20700254
gene_name-11710,-0.10538982,-0.059244875,0.012026451,-0.10538976,0.7856325,-0.10538981,-0.10538981,-0.10538975,4.138054
gene_name-11714,-0.11583144,-0.2682862,0.48716533,-0.24421962,0.46951437,0.5378465,-0.8908637,0.43189144,0.76693517
gene_name-11723,2.0029573,-0.16727142,-0.024060762,-0.24560449,0.6286062,1.1712683,-0.3143379,-0.19508876,-0.3143379
gene_name-11737,-0.1149532,0.040782277,-0.11495313,0.05082457,0.27347577,-0.1149532,-0.1149532,-0.11495316,-0.1149532
gene_name-11772,-0.06501903,-0.065018915,-0.065019086,-0.06501907,0.84998244,-0.06501904,-0.06501904,-0.06501907,-0.06501904
gene_name-11776,-0.079597704,-0.07959753,-0.07959764,-0.0795977,0.33822948,3.2802684,-0.0795977,-0.07959769,-0.0795977
gene_name-11780,1.2899077,-0.11182907,0.08318758,-0.25969762,-0.4666879,-0.33063984,0.45479995,0.29571286,-0.28604072
gene_name-11789,0.85357714,-0.033303753,0.051031273,-0.29404846,0.82971764,0.34359884,-0.21925691,-0.37622544,1.1430962
gene_name-11791,1.2203511,-0.06685164,0.12622139,-0.1604473,0.34046692,0.22429354,-0.0756301,-0.41702566,1.3519673
gene_name-11811,0.13991429,-0.1017738,0.0317578,-0.26021215,0.14573802,0.55694264,-0.32582167,0.34576997,2.5784044
gene_name-11814,-0.104194745,-0.06546475,0.0043144375,0.06922943,0.7556435,-0.10419475,-0.104194745,-0.104194686,-0.104194745
gene_name-11822,-1.2096078,0.2253742,-0.3966362,0.59147084,-1.3578163,-1.4775096,-0.29603913,0.30065894,-1.4775097
gene_name-11825,-0.093953624,-0.047005277,0.030834597,-0.09395362,0.34250897,-0.09395364,-0.09395364,0.08629555,-0.09395364
gene_name-11828,-0.94677716,0.3826005,-0.36596894,-0.25665492,-0.3624766,-1.2948527,0.60537195,-0.1084732,-0.7254765
gene_name-11830,-0.28616527,-0.048752885,0.41257262,-0.11529115,-0.1520701,0.37354407,-0.28616527,-0.0940551,-0.28616527
gene_name-11835,-1.2279185,0.299375,-0.07120126,-0.33159563,-2.2334569,-1.1881016,0.7049524,0.733224,-1.0064335
gene_name-11854,-0.52103436,0.45284382,-0.4938031,-0.085301645,-0.5210343,-0.5210345,-0.5210345,-0.5210343,-0.5210345
gene_name-11857,-0.39219698,0.35875672,0.21113229,-0.7433624,-1.1422424,-1.6390758,0.93807054,-0.16031907,-1.422742
gene_name-11859,0.8581265,-0.023370216,-0.019428695,-0.13377248,0.19732565,-0.1337725,-0.13377252,-0.13377246,-0.13377252
gene_name-11860,-0.13924715,-0.09800423,-0.03679132,-0.13924706,1.7560822,-0.13924712,-0.13924712,-0.13924704,2.1694841
gene_name-11864,-0.6616904,-0.0013895123,-0.086542636,0.1573019,-0.6577248,-0.73800343,0.6107135,0.55941796,-0.73800343
gene_name-11868,0.97979957,-0.26675478,0.20869839,0.23020843,0.59521335,-0.24187559,0.5329617,-0.07809651,0.5022197
gene_name-11877,-0.27220404,0.35896584,-0.021123279,-1.0035247,-1.4496193,-1.3747448,0.25487566,0.46677044,-1.6207068
gene_name-11896,-0.7268186,0.05777929,0.18863566,0.74979883,-0.4871368,-0.02802215,-0.8676333,-0.64845514,-0.8676333
gene_name-11899,0.0372077,-0.10375818,-0.0031112123,-0.06568589,0.11917515,3.1606646,1.7965248,0.008884249,-0.22066295
gene_name-11909,-0.114521526,-0.114521496,0.024033487,0.6577423,-0.114521526,-0.114521556,-0.114521556,-0.11452151,-0.114521556
gene_name-11911,-2.0716214,0.391635,0.06562443,-0.29632843,-2.2229536,-2.399483,-1.5780684,0.74061304,-2.3994832
gene_name-11926,-0.051405925,-0.00047668137,-0.47362617,0.10368802,0.3204919,-0.26461372,0.0505974,0.46962515,-0.8010314
gene_name-11938,-0.22763856,-0.14418542,-0.08775038,-0.2276385,-0.22763857,-0.22763859,-0.22763859,1.0988463,-0.22763859
gene_name-11943,-1.2569326,0.46205083,-0.6366644,-0.36750484,-1.1359102,-1.0299225,-1.2569324,0.49442646,-0.49777168
gene_name-11948,-0.27795586,-0.2377712,1.1955853,-0.11055796,-0.2779559,-0.27795586,-0.27795586,-0.27795595,-0.27795586
gene_name-11949,-0.1814475,-0.18144755,-0.08609147,-0.062760785,-0.1814475,-0.1814475,-0.1814475,1.0399815,-0.1814475
gene_name-11950,-0.23836643,-0.078982994,-0.13563707,0.01824222,0.061623346,-0.23836641,-0.23836641,0.5181924,1.2270498
gene_name-11954,0.38712612,-0.046570964,0.03220734,-0.093517736,-0.09351767,-0.09351767,-0.093517676,0.061976712,-0.093517676
gene_name-11979,-0.067461595,0.22802484,-0.3017814,-0.15293461,-0.41464052,-0.002121359,-0.41464058,-0.119280815,-0.41464058
gene_name-11982,-0.1767266,0.0948085,-0.17672656,0.12513617,-0.1767266,-0.1767266,-0.17672661,-0.0847949,-0.17672661
gene_name-12008,0.21062037,-0.08396423,0.07375656,0.083752796,0.573052,-0.28934732,-0.28934732,-0.2293886,3.1797838
gene_name-12021,-0.22745103,-0.01662203,-0.22745115,0.506636,-0.076058045,-0.22745107,-0.22745106,0.036611114,-0.22745106
gene_name-12023,-1.2018077,-0.07093905,0.30827442,0.6369281,-1.5527943,-1.9839355,0.19220361,0.60494995,-1.9839356
gene_name-12041,-0.6630498,0.056056883,-0.009832064,0.9683075,-0.6502383,-0.8061016,-0.8061016,-0.4707934,-0.8061016
gene_name-12042,-1.4601707,0.12568766,-0.067195185,0.34613624,-1.4960858,-1.7305588,0.1497379,0.62819993,-0.9903466
gene_name-12043,-0.8786601,-0.5948508,0.94836706,1.245096,-0.5802489,-0.7975088,1.5556102,0.47483072,-0.5136364
gene_name-12044,-1.5348071,0.6047978,-0.63345104,0.09901536,-2.291752,-2.3392503,-1.0367686,0.21613562,-1.1912385
gene_name-12047,0.3989192,-0.081134975,-0.08113515,0.29792,-0.08113515,-0.08113515,-0.08113515,-0.08113511,-0.08113515
gene_name-12064,0.5448171,0.15776284,-0.122195244,-0.06378151,-0.60492224,-0.45858988,-0.34728158,-0.28748757,-0.10290888
gene_name-12081,-0.3842348,-0.2974328,0.24637954,-0.22500782,0.82948935,0.20256133,-0.38423473,0.8220205,0.61388206
gene_name-12082,-0.55901825,0.61835724,-0.41812474,-0.55062985,-0.99407774,-0.8178424,-0.2758689,-0.57210505,-1.067249
gene_name-12098,-0.690525,0.1701462,0.17896308,0.1473779,-0.5508589,-0.690525,0.58498424,-0.47290447,-0.69052494
gene_name-12101,1.6931659,-0.2056679,-0.03926226,-0.095511645,0.48131993,2.001825,2.0620263,-0.16365623,-0.48448145
gene_name-12102,0.059247267,-0.07758511,-0.022612525,-0.03428787,0.24522337,3.4956598,1.449181,-0.17626922,-0.24579485
gene_name-12104,0.042361386,-0.07640661,-0.114075296,-0.18268393,1.4163495,-0.18268387,-0.18268387,0.07526251,-0.18268387
gene_name-12106,0.44335476,-0.12073471,-0.0015074015,-0.05651853,0.63134664,1.5393578,-0.15277061,-0.06308587,-0.15277061
gene_name-12111,2.1695547,-0.112201564,-0.11220134,-0.11220137,-0.112201445,-0.11220143,-0.11220143,-0.112201355,-0.11220143
gene_name-12120,-1.0188725,0.5630186,-0.5621645,-1.0818262,-0.7650732,-1.1207634,-1.3464218,0.49400172,-1.3464218
gene_name-12121,-0.3122763,0.37978238,-0.7798333,-0.33697954,-0.6176625,-0.81397223,-1.3298318,0.3973954,-0.7148406
gene_name-12122,0.90627944,-0.0008452615,0.1901945,-0.12651852,0.18754162,0.44082466,0.6814187,-0.6435758,0.9388268
gene_name-12124,0.085199416,-0.16676635,-0.004131457,0.045491636,1.7451293,-0.2013263,-0.2013263,-0.13417347,1.3438195
gene_name-12125,-0.53538424,-0.046981163,-0.47199443,0.91849524,-0.06781203,1.002864,0.48253176,0.04820901,-0.53538424
gene_name-12131,-0.09143352,-0.05996833,0.16499364,-0.09143352,0.367268,-0.09143352,-0.09143351,-0.09143352,-0.09143351
gene_name-12138,-0.3238621,-0.54706436,1.1818794,0.9019363,-0.040039167,-0.7064343,-0.70643437,-0.07900987,0.64836705
gene_name-12144,-0.550974,0.1837106,0.46291748,-0.51029825,-0.55097395,-0.55097413,-0.55097413,-0.30434698,-0.55097413
gene_name-12146,-0.12414743,0.010790661,-0.12414743,-0.12414742,-0.12414742,-0.12414744,-0.12414744,0.35540012,-0.12414744
gene_name-12147,-0.066235535,0.027403863,-0.066235535,-0.066235535,-0.066235535,-0.066235535,-0.066235535,-0.066235535,-0.066235535
gene_name-12151,2.6200714,-0.22979762,-0.11224671,-0.24221998,1.4274124,-0.24222006,-0.24222006,-0.24221997,-0.24222006
gene_name-12154,-0.3702577,-0.045036625,0.12233379,0.34573135,-0.5815572,-0.5815572,-0.58155715,0.15739192,-0.58155715
gene_name-12157,0.023165654,0.009837521,0.04458731,0.05178931,0.07589333,0.8804908,-0.5180841,-0.2795396,0.56826174
gene_name-12161,-0.16827153,-0.15068081,-0.08071775,-0.16827148,1.3445028,5.209678,-0.16827151,-0.16827145,-0.16827151
gene_name-12164,-1.627764,0.16210717,-0.24898799,0.098310344,-0.9545597,-2.0938342,1.0907717,0.8096057,-0.83022493
gene_name-12165,-0.89551723,0.08258615,0.311856,0.0698614,-0.83190733,-0.61834973,0.7915996,-0.05711468,-0.89551723
gene_name-12166,0.61258864,-0.36820745,0.4621082,0.38463536,0.030825246,0.63524365,-0.4233286,0.03745235,3.2201471
gene_name-12169,-0.29641765,0.022431284,0.20468757,-0.13763286,-0.08978901,1.5599279,0.27086622,-0.229846,-0.6500908
gene_name-12171,-0.6374459,0.48747426,-0.26311216,-0.45561793,-0.6832931,-0.7926293,-0.79262936,-0.44834176,-0.79262936
gene_name-12176,-0.44329575,-0.12316797,0.32960057,0.30737874,-0.27300906,-0.53389066,-0.53389066,0.09270523,0.26214823
gene_name-12206,-0.09285799,-0.051511806,0.16272484,0.09757336,-0.09285799,-0.09285801,-0.092858,-0.092857994,-0.092858
gene_name-12208,-0.41496435,-0.23751289,1.2558101,-0.058931157,-0.26509497,-0.6419111,-0.6419111,-0.3708995,1.4832649
gene_name-12209,0.33538136,-0.14713863,0.114458844,-0.2775423,1.6493638,0.86580944,-0.37151003,-0.27489325,2.801167
gene_name-12214,-0.22360723,0.06685832,-0.06103795,-0.15174848,-0.0066333185,-0.22360723,-0.22360723,0.09288715,-0.22360723
gene_name-12216,-1.476465,0.37425458,0.07188609,0.29687607,-0.8474179,-2.0814636,-0.54911083,-0.6649213,-0.48765498
gene_name-12233,0.4136476,-0.06567003,-0.065670066,-0.06567008,-0.065670125,-0.065670125,-0.065670125,-0.06567008,4.967165
gene_name-12242,0.6323065,-0.120956406,-0.23605514,0.00886461,0.314312,1.4483312,0.271407,0.24365532,-0.15147099
gene_name-12246,-0.29497907,0.044512805,-0.48773992,0.039994113,-0.29960713,0.07513227,0.93310255,0.58622056,0.7778084
gene_name-12253,-1.0502589,0.43230736,-0.4753879,-0.5059541,-1.0643077,-1.1303443,-1.1303443,0.45261577,-1.1303443
gene_name-12256,-0.36395612,0.020317774,0.36645266,-0.25288093,0.40736997,1.0176264,-0.8724522,-0.42445445,0.18643829
gene_name-12273,-0.18014997,0.19220483,-0.31457257,0.14793083,-0.50084406,-1.0723983,1.0317054,-0.109190404,-0.45664054
gene_name-12287,1.8553557,-0.1310606,0.027831607,-0.17789634,-0.2917666,0.46223935,-0.29176652,0.0254436,-0.29176652
gene_name-12288,-0.21063283,-0.12022832,-0.21063304,0.7789543,-0.21063282,-0.21063285,5.844124,-0.017950354,-0.21063285
gene_name-12296,1.3220409,-0.14163803,-0.10412128,-0.3728617,1.3964112,0.8014223,0.8302504,-0.18026493,1.4782655
gene_name-12297,0.5624619,-0.10719624,-0.05141423,0.00071581075,0.29732034,-0.18237253,5.821929,-0.18237245,4.0364776
gene_name-12312,-0.8542409,0.41881594,-0.35010305,-0.09315954,-0.6595511,-0.946587,-1.215325,-0.29572228,-1.215325
gene_name-12319,-0.0641433,0.029476738,-0.06414323,-0.064143255,-0.0641433,-0.0641433,-0.0641433,-0.06414325,-0.0641433
gene_name-12326,-0.30381724,-0.07878615,-0.02093746,0.061753128,-0.30381724,-0.30381724,-0.3038172,0.5588731,-0.3038172
gene_name-12353,0.81244594,-0.094790325,0.035010077,-0.20638178,0.8000206,-0.2063817,-0.2063817,-0.20638178,3.654512
gene_name-12365,1.279228,-0.22581573,-0.041221436,-0.17210689,2.0430176,-0.29627022,-0.29627022,-0.18815933,0.88910216
gene_name-12375,0.1656084,-0.16902497,0.1681727,0.11665244,1.1105341,0.4591798,-0.51798815,-0.28137794,2.0048954
gene_name-12379,-0.09417832,-0.094178416,-0.09417824,-0.09417825,1.7201031,-0.09417832,-0.09417832,-0.09417825,-0.09417832
gene_name-12434,-0.51070243,-0.17864327,0.077801384,0.851964,-0.17528276,-0.018467268,0.6419137,-0.009949123,0.76984316
gene_name-12440,0.34924203,-0.4549417,0.6022849,0.87336826,-0.12744685,-0.5390377,1.8013642,0.06671775,-0.5390377
gene_name-12453,0.11124845,-0.030856006,-0.18307188,0.25680345,0.15807396,2.6406386,0.60178065,-0.3525908,1.6357687
gene_name-12455,0.41263765,-0.06673024,-0.06673003,-0.06673003,-0.06673003,-0.06673003,-0.06673004,-0.06673003,4.9666348
gene_name-12460,3.0950298,-0.14004333,-0.06223936,-0.19066896,-0.2298504,0.05369169,-0.4894261,-0.2418754,-0.4894261
gene_name-12468,-0.115887314,-0.11588717,0.0051698866,-0.115887284,1.8528453,-0.11588729,-0.1158873,-0.11588728,-0.1158873
gene_name-12480,0.31744248,-0.08571691,-0.09989064,0.0012977376,0.12672295,3.347372,-0.16835979,-0.057367887,-0.16835979
gene_name-12481,0.39513665,-0.122461,-0.025041189,-0.250678,1.4718295,0.54628557,-0.25067782,-0.026964234,-0.25067782
gene_name-12482,0.09179865,-0.11963301,-0.012372805,-0.12306543,1.0239292,1.29623,-0.21048154,-0.055963587,2.2350368
gene_name-12486,0.29692933,-0.07689195,0.17049679,-0.30431938,-0.3004755,1.0182424,0.85489523,0.24356638,-0.43479985
gene_name-12489,-0.8140155,-0.07137888,0.4913414,0.2795571,-0.7477634,-0.55163187,-0.8140155,0.08523134,-0.8140155
gene_name-12493,-0.40996325,0.64720124,-0.564873,-0.5741752,-0.6967766,-0.52830696,-0.7609106,-0.6907543,-0.08449012
gene_name-12502,-1.1910025,0.16805418,0.48486307,-0.43646938,-1.0401956,-1.030298,-1.2575269,0.17102788,-0.68954635
gene_name-12511,-0.49058455,0.012221343,-0.024663052,-0.17976049,0.82940066,0.5018217,0.486184,-0.03695041,-0.5792558
gene_name-12519,-0.39020437,-0.053728554,-0.4958309,0.52965105,0.1504429,-0.6961808,0.16372037,0.5321855,-0.6961808
gene_name-12521,-0.09289714,-0.0041053435,-0.09289707,-0.09289712,-0.09289715,-0.09289712,-0.09289712,0.23980127,-0.09289712
gene_name-12523,-0.13135806,-0.07230798,-0.037459314,-0.13135812,0.23553857,4.9176383,-0.13135803,-0.13135812,-0.13135803
gene_name-12533,0.25704712,0.087219656,-0.12764682,-0.25225005,-0.15697803,-0.3122932,-0.3122932,0.091316305,-0.3122932
gene_name-12535,-0.06673433,-0.0199123,0.07116616,-0.06673432,-0.06673432,-0.06673434,-0.06673434,-0.06673432,-0.06673434
gene_name-12540,-0.2664328,-0.17648628,0.1640456,-0.2664328,1.394361,3.3190527,-0.2664328,-0.06856011,-0.2664328
gene_name-12543,-0.12457338,-0.12457321,-0.01932068,-0.124573335,2.0742707,-0.12457336,-0.124573365,-0.124573335,-0.124573365
gene_name-12549,0.31420478,0.027707413,-0.1508095,-0.24765098,0.52555114,0.2898687,-0.4853521,-0.06745923,1.5131205
gene_name-12550,-0.17270781,0.4497197,-0.66841704,-0.5534992,-0.32917395,0.008918136,-0.3007555,-0.14948149,0.6138992
gene_name-12552,1.3412726,-0.09819155,-0.13245258,-0.1324525,0.12823577,-0.1324525,-0.13245252,-0.00098875,3.9636438
gene_name-12555,-1.1200739,0.575256,-0.6966928,-0.41620582,-0.94873184,-0.562275,-1.4219083,0.027565142,-0.8475492
gene_name-12562,0.15415034,-0.03142262,0.36639446,-0.23546192,-0.46104228,-0.12277313,-1.1022693,0.015974885,0.7204607
gene_name-12568,0.15663168,-0.08142304,-0.3217947,0.2851164,0.28809488,1.7576174,0.63102394,0.056420982,0.6455656
gene_name-12574,3.0153828,-0.14881197,-0.17008501,-0.22052982,-0.00683812,1.0263504,-0.22052988,-0.22052981,-0.22052988
gene_name-12575,-0.10534145,-0.105341464,-0.10534144,-0.10534144,-0.10534144,7.6980357,-0.10534145,-0.10534144,-0.10534145
gene_name-12576,-0.12955305,-0.044185504,0.039578475,-0.12955296,0.32474318,1.5587058,-0.12955303,-0.01746418,-0.12955303
gene_name-12585,-0.44549575,-0.14078242,0.17308082,0.504636,0.18905093,-0.56091696,0.44876,-0.0058263913,-0.56091696
gene_name-12589,0.22425702,-0.10561804,-0.04091029,0.12087458,0.60112953,-0.26793274,-0.26793274,-0.015897427,2.1937115
gene_name-12594,0.5430343,-0.29667035,-0.08580703,0.3662006,1.4905968,3.686226,-0.3900809,-0.31004566,1.2340415
gene_name-12601,-0.19318625,-0.1354636,0.023619141,-0.19318616,1.8501225,0.54092366,2.1361833,-0.109605536,-0.19318622
gene_name-12619,3.494316,-0.1810204,-0.23507497,-0.13037734,-0.0014124133,-0.23507488,-0.23507488,-0.14301585,-0.23507488
gene_name-12620,3.479934,-0.14891621,-0.19793943,-0.193549,0.0035998495,-0.31379807,0.72799635,-0.27462146,-0.31379807
gene_name-12622,3.1224005,-0.107371986,-0.17083642,-0.24929751,0.021669231,-0.45577884,0.3413068,-0.2556204,-0.45577884
gene_name-12625,-0.09230647,0.081344225,-0.0923065,-0.09230646,-0.09230647,-0.09230646,-0.09230646,-0.09230647,-0.09230646
gene_name-12643,0.039541837,-0.0961755,-0.048546277,0.03428399,0.4193368,3.2688715,-0.4047572,-0.18028112,1.8204042
gene_name-12653,2.1968577,-0.20320457,-0.16889901,-0.22016074,0.079826646,5.032234,-0.22016074,-0.22016072,1.1863779
gene_name-12654,0.5047418,-0.1819347,-0.13410892,-0.15403174,1.1432265,-0.27937725,1.2514954,0.28423795,2.2875168
gene_name-12660,0.12450316,0.017990675,-0.019157726,-0.21112983,0.11802742,0.8129285,-0.33552766,-0.00046785388,-0.33552766
